,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,age,age_group,wealth_segment_binary,RFM_segments_predicted,RFM_score,customer_title,customer_title_description,customer_rank
826,Mycah,Beaston,Male,11,1961-07-31,Environmental Specialist,Financial Services,High Net Worth,N,Yes,12,2 Mandrake Street,2221,NSW,Australia,11,865,0.55,61,51-70,1,Silver,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
827,Clemmie,Bartoszewicz,Female,87,1958-07-28,Statistician IV,Financial Services,Mass Customer,N,No,8,727 Morrow Parkway,3197,VIC,Australia,9,865,0.55,64,51-70,2,Gold,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
828,Randall,Mason,Male,95,1974-07-28,Product Engineer,Health,Mass Customer,N,Yes,12,83497 Memorial Plaza,2570,NSW,Australia,11,870,0.544,48,31-50,2,Platinum,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
829,Donica,Humby,Female,47,1967-06-01,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,488 Briar Crest Court,2101,NSW,Australia,12,871,0.541875,55,51-70,2,Gold,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
830,Lotty,Loach,Female,76,1961-08-23,Nurse,Health,High Net Worth,N,Yes,7,78451 South Street,2380,NSW,Australia,3,871,0.541875,61,51-70,1,Bronze,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
831,Marie-jeanne,Breawood,Female,37,1953-10-12,Clinical Specialist,Health,High Net Worth,N,No,8,6 Prairieview Pass,2770,NSW,Australia,6,871,0.541875,69,51-70,1,Silver,12,Platinum Customer,"Most recent buy, buys often, most spent",1
832,Babara,Sissel,Female,50,1974-06-08,Associate Professor,IT,Mass Customer,N,Yes,21,5 Ohio Road,3169,VIC,Australia,10,871,0.541875,48,31-50,2,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
833,Rodolphe,Glenton,Male,88,1974-09-28,Programmer Analyst II,Financial Services,Affluent Customer,N,No,11,4787 Golf Terrace,3163,VIC,Australia,7,871,0.541875,48,31-50,0,Platinum,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
834,Thorvald,Duckerin,Male,58,1995-10-20,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,1,4 Pine View Junction,3021,VIC,Australia,8,871,0.541875,27,20-30,0,Bronze,12,Platinum Customer,"Most recent buy, buys often, most spent",1
835,Paulina,Iannuzzelli,Female,57,1956-03-08,Automation Specialist I,Manufacturing,Mass Customer,N,No,19,097 Hollow Ridge Alley,2118,NSW,Australia,11,877,0.54,67,51-70,2,Gold,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
836,Ricki,Padefield,Male,43,1948-08-03,Automation Specialist III,Manufacturing,Affluent Customer,N,Yes,13,860 Barby Lane,4275,QLD,Australia,9,877,0.54,74,71-92,0,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
837,Lizette,McKeaveney,Female,30,1994-04-11,Assistant Manager,Health,High Net Worth,N,Yes,13,6412 Butternut Road,2050,NSW,Australia,10,879,0.5375,28,20-30,1,Bronze,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
838,Muffin,Bhar,Male,44,1966-04-07,Associate Professor,Financial Services,Affluent Customer,N,No,19,15 Weeping Birch Crossing,2448,NSW,Australia,4,879,0.5375,56,51-70,0,Platinum,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
839,Jeno,Strafford,Male,67,1941-07-21,Tax Accountant,Financial Services,High Net Worth,N,No,7,891 Sachtjen Hill,4170,QLD,Australia,9,879,0.5375,81,71-92,1,Platinum,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
840,Brigg,Himsworth,Male,63,1973-10-10,Associate Professor,Telecommunications,Mass Customer,N,Yes,9,771 Union Crossing,4570,QLD,Australia,6,882,0.5355,49,31-50,2,Silver,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
841,Judi,Cazereau,Female,22,1997-03-03,GIS Technical Architect,Financial Services,Affluent Customer,N,Yes,13,22 Farmco Avenue,3851,VIC,Australia,3,883,0.53125,26,20-30,0,Silver,9,Recent Customer,"Bought recently, not very often, average money spent",4
842,Raleigh,Pont,Male,48,1964-11-02,Associate Professor,Entertainment,Mass Customer,N,No,14,7650 Gulseth Parkway,3139,VIC,Australia,7,883,0.53125,58,51-70,2,Bronze,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
843,Zachariah,Meininking,Male,40,1938-06-09,Cost Accountant,Financial Services,Affluent Customer,N,Yes,20,24815 Lindbergh Avenue,2749,NSW,Australia,7,883,0.53125,84,71-92,0,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
844,Lesley,Garey,Male,52,1994-03-29,Software Consultant,Telecommunications,Mass Customer,N,No,11,924 Lindbergh Court,2226,NSW,Australia,9,883,0.53125,29,20-30,2,Silver,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
845,Adriena,Giffin,Female,27,1957-03-17,Analog Circuit Design manager,Argiculture,Affluent Customer,N,Yes,5,1 Manitowish Court,2259,NSW,Australia,9,888,0.525,66,51-70,0,Gold,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
846,Carr,Hopkynson,Male,64,1971-10-18,Associate Professor,Manufacturing,Affluent Customer,N,No,16,5990 Fairfield Pass,2318,NSW,Australia,6,888,0.525,51,51-70,0,Gold,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
847,Shay,Briand,Male,57,1956-10-05,Project Manager,IT,Mass Customer,N,Yes,9,1 Mandrake Way,3844,VIC,Australia,1,888,0.525,66,51-70,2,Gold,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
848,Karney,Burstow,Male,51,1972-07-02,Design Engineer,Property,Mass Customer,N,Yes,6,4011 Prairieview Court,2031,NSW,Australia,12,888,0.525,50,31-50,2,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
849,Latrena,Yetts,Female,11,1999-06-18,Civil Engineer,Manufacturing,High Net Worth,N,Yes,15,53877 Dakota Crossing,2871,NSW,Australia,3,893,0.520625,23,20-30,1,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
850,Jesse,Alflat,Male,31,1984-09-01,Executive Secretary,Financial Services,High Net Worth,N,No,5,49 Northfield Drive,2145,NSW,Australia,9,893,0.520625,38,31-50,1,Silver,12,Platinum Customer,"Most recent buy, buys often, most spent",1
851,Kelcie,Kingaby,Female,54,2000-03-24,Systems Administrator II,IT,Mass Customer,N,Yes,6,0 Summit Center,4019,QLD,Australia,4,893,0.520625,23,20-30,2,Bronze,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
852,Fabio,Commuzzo,Male,5,1961-10-02,Software Test Engineer II,Manufacturing,Mass Customer,N,No,18,66 Shopko Circle,3806,VIC,Australia,8,896,0.52,61,51-70,2,Silver,12,Platinum Customer,"Most recent buy, buys often, most spent",1
853,Heall,Andrioli,Male,46,1941-06-17,Environmental Tech,IT,Affluent Customer,N,Yes,7,370 Eastwood Road,4133,QLD,Australia,5,896,0.52,81,71-92,0,Gold,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
854,Rickert,Brasted,Male,47,1959-09-18,Staff Scientist,Health,Mass Customer,N,No,10,20 Hoffman Park,2145,NSW,Australia,9,898,0.5125,63,51-70,2,Bronze,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
855,Hedwig,Jayme,Female,38,1952-08-21,Accountant IV,Property,Affluent Customer,N,No,11,6293 Hooker Point,2099,NSW,Australia,10,899,0.51,70,51-70,0,Platinum,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
856,Penrod,Tomasicchio,Male,5,1968-05-28,Associate Professor,Health,High Net Worth,N,No,19,30 Harper Trail,2318,NSW,Australia,9,899,0.51,54,51-70,1,Silver,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
857,Pancho,Edis,Male,1,1970-12-30,Assistant Professor,Financial Services,Mass Customer,N,No,13,64467 Pankratz Pass,3023,VIC,Australia,7,899,0.51,52,51-70,2,Bronze,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
858,Andriana,Gosnoll,Female,53,1964-05-19,Chief Design Engineer,Manufacturing,Mass Customer,N,No,8,900 Brown Junction,2291,NSW,Australia,10,899,0.51,58,51-70,2,Gold,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
859,Nilson,Wiggam,Male,48,1996-02-15,Paralegal,Financial Services,Mass Customer,N,No,9,8845 Spaight Way,3049,VIC,Australia,6,903,0.5015,27,20-30,2,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
860,Denny,Spleving,Female,84,1973-05-13,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,5,85420 Myrtle Road,2114,NSW,Australia,8,904,0.5,49,31-50,0,Bronze,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
861,Olia,O' Mullan,Female,77,1973-03-24,Account Executive,Health,Mass Customer,N,No,8,6315 Mendota Parkway,2263,NSW,Australia,7,904,0.5,50,31-50,2,Bronze,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
862,Conway,Juarez,Male,27,1967-03-02,Help Desk Technician,Financial Services,Affluent Customer,N,No,17,66904 American Ash Hill,4814,QLD,Australia,5,904,0.5,56,51-70,0,Platinum,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
863,Dru,Crellim,Female,57,1963-03-04,Associate Professor,Financial Services,Mass Customer,N,No,12,90 Morningstar Drive,3030,VIC,Australia,7,904,0.5,60,51-70,2,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
864,Shaw,MacEvilly,Male,10,2000-05-06,Software Test Engineer III,Health,Affluent Customer,N,No,16,34020 Sheridan Park,2768,NSW,Australia,9,904,0.5,22,20-30,0,Gold,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
865,Brook,Eade,Female,65,1957-11-17,Sales Representative,Retail,Mass Customer,N,Yes,8,58 Meadow Valley Court,2330,NSW,Australia,5,904,0.5,65,51-70,2,Bronze,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
866,Aleece,Feige,Female,49,1975-09-16,Associate Professor,Manufacturing,Mass Customer,N,No,18,2030 Anderson Lane,2141,NSW,Australia,10,904,0.5,47,31-50,2,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
867,Dolorita,Strutton,Female,7,1991-05-21,General Manager,Manufacturing,Affluent Customer,N,No,17,07 Acker Pass,3178,VIC,Australia,8,904,0.5,31,31-50,0,Bronze,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
868,Harman,A'field,Male,39,1960-12-27,Geologist III,Manufacturing,Affluent Customer,N,Yes,6,31815 Vermont Drive,4227,QLD,Australia,5,913,0.4993749999999999,62,51-70,0,Platinum,12,Platinum Customer,"Most recent buy, buys often, most spent",1
869,Hildegarde,Bamb,Female,16,1961-02-10,Help Desk Operator,Financial Services,High Net Worth,N,Yes,10,5070 Division Parkway,3910,VIC,Australia,9,913,0.4993749999999999,62,51-70,1,Gold,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
870,Launce,Gale,Male,86,1939-01-15,Associate Professor,Financial Services,Mass Customer,N,No,21,4 Fordem Avenue,2777,NSW,Australia,9,913,0.4993749999999999,84,71-92,2,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
871,Ilise,Clissold,Female,58,1987-11-16,Developer IV,Entertainment,High Net Worth,N,No,9,659 Comanche Plaza,2153,NSW,Australia,10,913,0.4993749999999999,35,31-50,1,Silver,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
872,Julita,Prene,Female,14,1979-05-16,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,5 Myrtle Junction,4128,QLD,Australia,2,913,0.4993749999999999,43,31-50,1,Gold,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
873,Ashlen,Willbond,Female,64,1984-05-15,Software Consultant,Health,High Net Worth,N,No,16,723 Grayhawk Way,3934,VIC,Australia,8,913,0.4993749999999999,38,31-50,1,Platinum,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
874,Keely,Bointon,Female,71,1988-10-16,Nurse,Telecommunications,High Net Worth,N,No,3,55 Dorton Point,4154,QLD,Australia,9,913,0.4993749999999999,34,31-50,1,Bronze,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
875,Poul,Gaskin,Male,78,1950-06-15,Help Desk Operator,Telecommunications,High Net Worth,N,No,17,9 Killdeer Circle,2643,NSW,Australia,2,920,0.4929999999999999,72,71-92,1,Gold,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
876,Sheilakathryn,Huff,Female,45,1958-05-15,Assistant Manager,Financial Services,High Net Worth,N,Yes,14,04 Miller Drive,2477,NSW,Australia,6,921,0.49,64,51-70,1,Silver,12,Platinum Customer,"Most recent buy, buys often, most spent",1
877,Rubia,Evetts,Female,59,1990-12-21,Pharmacist,Health,Mass Customer,N,No,16,64213 Miller Point,2071,NSW,Australia,9,921,0.49,32,31-50,2,Silver,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
878,Francklin,Cross,Male,51,1981-04-06,Teacher,Property,Mass Customer,N,Yes,3,24593 Jackson Parkway,2231,NSW,Australia,10,921,0.49,41,31-50,2,Silver,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
879,Wilone,Champley,Female,22,1983-11-06,Associate Professor,Manufacturing,High Net Worth,N,No,17,9346 Lyons Point,2077,NSW,Australia,10,924,0.48875,39,31-50,1,Bronze,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
880,Lezlie,Clemits,Female,2,1973-05-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,15,0504 Nevada Drive,2155,NSW,Australia,10,924,0.48875,49,31-50,2,Silver,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
881,Kathe,Oller,Female,47,1959-08-20,General Manager,Manufacturing,Mass Customer,N,Yes,5,817 Loftsgordon Road,3029,VIC,Australia,4,926,0.4844999999999999,63,51-70,2,Bronze,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
882,Dulce,Bradwell,Female,61,1957-07-03,Research Associate,Manufacturing,Mass Customer,N,No,20,30 Lukken Point,4159,QLD,Australia,9,926,0.4844999999999999,65,51-70,2,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
883,Felice,Dechelette,Male,75,1998-02-05,Librarian,Entertainment,High Net Worth,N,No,3,4 Kingsford Trail,4051,QLD,Australia,4,928,0.48,25,20-30,1,Bronze,9,Recent Customer,"Bought recently, not very often, average money spent",4
884,Joane,Caldes,Female,84,1978-03-17,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,13,42 3rd Plaza,2250,NSW,Australia,7,928,0.48,45,31-50,1,Gold,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
885,Diane,Furman,Female,67,1993-08-11,Associate Professor,Manufacturing,Affluent Customer,N,Yes,13,6660 Riverside Circle,3013,VIC,Australia,9,930,0.478125,29,20-30,0,Bronze,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
886,Ogdan,Blenkinship,Male,65,1951-01-18,Occupational Therapist,Health,Mass Customer,N,Yes,21,21712 Texas Court,3429,VIC,Australia,5,930,0.478125,72,71-92,2,Bronze,9,Recent Customer,"Bought recently, not very often, average money spent",4
887,Kizzee,Agget,Female,98,1976-07-25,Statistician II,Manufacturing,Affluent Customer,N,No,8,122 Marcy Park,2213,NSW,Australia,10,930,0.478125,46,31-50,0,Silver,9,Recent Customer,"Bought recently, not very often, average money spent",4
888,Stephi,Highton,Female,30,1987-09-09,Software Engineer I,Telecommunications,Mass Customer,N,Yes,12,293 Mendota Park,2154,NSW,Australia,10,930,0.478125,35,31-50,2,Platinum,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
889,Martino,Scoles,Male,18,1975-01-19,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,47 Scofield Junction,3620,VIC,Australia,4,930,0.478125,48,31-50,2,Bronze,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
890,Morgen,Newport,Female,5,1960-08-31,Project Manager,Manufacturing,Mass Customer,N,No,6,9 Washington Center,3340,VIC,Australia,4,930,0.478125,62,51-70,2,Bronze,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
891,Eugenie,Brinson,Female,79,1963-08-10,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17,7109 Grayhawk Avenue,3073,VIC,Australia,6,936,0.476,59,51-70,2,Bronze,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
892,Reinold,Natt,Male,16,1964-08-23,Help Desk Technician,Financial Services,High Net Worth,N,Yes,8,70 Evergreen Hill,3207,VIC,Australia,8,937,0.47,58,51-70,1,Silver,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
893,Jo,Roberts,Female,41,1945-10-31,Paralegal,Financial Services,High Net Worth,N,Yes,11,20139 Lakewood Plaza,2440,NSW,Australia,3,937,0.47,77,71-92,1,Gold,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
894,Jacklin,Duchant,Female,77,1940-03-18,Legal Assistant,Argiculture,Mass Customer,N,No,17,9 Memorial Road,4132,QLD,Australia,4,939,0.4675,83,71-92,2,Gold,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
895,Colas,Gabbitas,Male,98,1946-09-09,Staff Scientist,Retail,High Net Worth,N,No,20,3094 Elka Place,2166,NSW,Australia,9,939,0.4675,76,71-92,1,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
896,Claudetta,Ricciardiello,Female,61,1974-04-30,Internal Auditor,Financial Services,Mass Customer,N,Yes,21,31 Schurz Parkway,3181,VIC,Australia,8,939,0.4675,48,31-50,2,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
897,Angele,Cadore,Female,5,1954-09-06,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,7,85894 Amoth Court,4125,QLD,Australia,7,939,0.4675,68,51-70,2,Bronze,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
898,Cicily,Hast,Female,63,1971-04-26,Food Chemist,Health,Affluent Customer,N,Yes,8,955 Burning Wood Way,2478,NSW,Australia,3,939,0.4675,51,51-70,0,Gold,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
899,Harland,Messenger,Male,90,1974-05-28,Software Test Engineer I,Retail,Mass Customer,N,No,8,27 Crownhardt Center,3934,VIC,Australia,10,944,0.46,48,31-50,2,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
